InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
517181,84406B,CREAM CUPID HEARTS COAT HANGER,30,2023-05-29,19.57,C12423,Belgium
514429,84406B,CREAM CUPID HEARTS COAT HANGER,9,2022-02-07,4.49,C12118,United Kingdom
532688,22632,HAND WARMER RED POLKA DOT,7,2023-11-13,18.72,C12374,United Kingdom
552529,84406B,CREAM CUPID HEARTS COAT HANGER,11,2023-02-21,6.42,C12288,United Kingdom
527248,22197,SMALL POPCORN HOLDER,9,2022-05-10,14.78,C12136,United Kingdom
524430,71053,WHITE METAL LANTERN,31,2022-09-05,5.11,C12115,United Kingdom
598766,22752,SET 7 BABUSHKA NESTING BOXES,15,2023-12-22,13.17,C12013,Portugal
532348,23207,LUNCH BAG PINK POLKADOT,29,2023-03-24,4.9,C12239,United Kingdom
500623,20725,LUNCH BAG RED RETROSPOT,47,2022-07-07,15.02,C12254,United Kingdom
561574,21931,JUMBO STORAGE BAG SUKI,4,2023-08-31,11.86,C12435,United Kingdom
599447,22752,SET 7 BABUSHKA NESTING BOXES,42,2022-07-11,8.62,C12287,United Kingdom
579445,21931,JUMBO STORAGE BAG SUKI,13,2023-06-30,10.68,C12399,United Kingdom
599983,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-17,2.65,C12444,United Kingdom
582773,71053,WHITE METAL LANTERN,30,2023-10-29,12.42,C12394,EIRE
510806,21931,JUMBO STORAGE BAG SUKI,12,2023-07-15,18.59,C12334,United Kingdom
593597,85099B,JUMBO BAG RED RETROSPOT,43,2023-09-14,16.57,C12066,United Kingdom
531178,22960,JAM MAKING SET WITH JARS,1,2023-10-24,2.6,C12100,Portugal
582450,21931,JUMBO STORAGE BAG SUKI,14,2023-12-12,10.86,C12214,United Kingdom
542249,22752,SET 7 BABUSHKA NESTING BOXES,10,2022-12-17,15.71,C12318,Switzerland
568550,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2023-02-27,4.76,C12460,United Kingdom
514017,22086,PAPER CHAIN KIT 50S CHRISTMAS,23,2023-03-04,3.76,C12078,United Kingdom
504565,22197,SMALL POPCORN HOLDER,7,2023-02-16,13.4,C12287,Australia
530623,84406B,CREAM CUPID HEARTS COAT HANGER,2,2022-06-02,5.98,C12052,United Kingdom
541184,20725,LUNCH BAG RED RETROSPOT,31,2022-03-09,19.73,C12134,United Kingdom
554587,22086,PAPER CHAIN KIT 50S CHRISTMAS,46,2022-09-04,8.56,C12136,United Kingdom
594084,22752,SET 7 BABUSHKA NESTING BOXES,32,2023-07-14,4.18,C12396,United Kingdom
575014,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-10-26,3.02,C12498,United Kingdom
516796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2022-05-23,10.7,C12299,United Kingdom
526824,23206,LUNCH BAG APPLE DESIGN,26,2023-02-23,12.77,C12051,United Kingdom
500827,71053,WHITE METAL LANTERN,16,2022-06-05,18.6,C12441,France
513947,22197,SMALL POPCORN HOLDER,44,2023-10-23,14.13,C12313,France
563414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2022-12-21,8.8,C12182,Norway
565823,23207,LUNCH BAG PINK POLKADOT,14,2023-05-04,18.4,C12222,United Kingdom
556159,71053,WHITE METAL LANTERN,37,2023-12-22,9.6,C12440,United Kingdom
536311,22752,SET 7 BABUSHKA NESTING BOXES,34,2023-02-05,7.1,C12464,United Kingdom
531012,22633,HAND WARMER UNION JACK,29,2022-03-10,16.57,C12278,United Kingdom
547131,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2023-02-23,3.72,C12345,United Kingdom
504130,20725,LUNCH BAG RED RETROSPOT,7,2022-04-03,9.01,C12057,United Kingdom
516149,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36,2023-01-11,1.94,C12469,United Kingdom
512147,85099B,JUMBO BAG RED RETROSPOT,43,2022-12-20,9.46,C12354,Netherlands
575275,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-05-06,17.09,C12466,United Kingdom
513536,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2023-12-21,7.26,C12070,United Kingdom
536544,22752,SET 7 BABUSHKA NESTING BOXES,45,2023-09-10,19.85,C12272,United Kingdom
578134,21730,GLASS STAR FROSTED T-LIGHT HOLDER,43,2023-10-03,1.87,C12275,EIRE
538879,20725,LUNCH BAG RED RETROSPOT,5,2023-09-07,19.76,C12102,United Kingdom
550917,22633,HAND WARMER UNION JACK,42,2023-06-21,14.38,C12237,United Kingdom
507967,21212,PACK OF 72 RETROSPOT CAKE CASES,27,2022-04-26,17.17,C12255,United Kingdom
587681,20725,LUNCH BAG RED RETROSPOT,28,2023-04-04,16.01,C12440,Switzerland
549726,22197,SMALL POPCORN HOLDER,9,2022-08-06,10.39,C12369,United Kingdom
547172,85099B,JUMBO BAG RED RETROSPOT,21,2023-09-24,4.86,C12216,United Kingdom
512271,21931,JUMBO STORAGE BAG SUKI,13,2022-09-27,13.88,C12295,United Kingdom
548573,84029E,RED WOOLLY HOTTIE WHITE HEART,26,2022-10-13,14.45,C12061,United Kingdom
505440,21931,JUMBO STORAGE BAG SUKI,27,2023-05-21,19.06,C12219,United Kingdom
580925,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2022-06-10,10.33,C12332,United Kingdom
528939,22632,HAND WARMER RED POLKA DOT,11,2022-05-04,2.21,C12261,United Kingdom
553249,20725,LUNCH BAG RED RETROSPOT,36,2022-09-27,19.53,C12013,United Kingdom
589115,71053,WHITE METAL LANTERN,25,2023-08-08,17.09,C12060,United Kingdom
565558,84406B,CREAM CUPID HEARTS COAT HANGER,15,2023-04-09,17.62,C12064,United Kingdom
561540,21931,JUMBO STORAGE BAG SUKI,7,2023-05-02,19.1,C12482,United Kingdom
524771,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2022-11-26,18.43,C12228,Australia
590296,22960,JAM MAKING SET WITH JARS,9,2022-05-21,17.35,C12480,United Kingdom
583425,23206,LUNCH BAG APPLE DESIGN,26,2022-12-04,6.96,C12080,United Kingdom
561394,23206,LUNCH BAG APPLE DESIGN,30,2023-09-14,6.96,C12110,United Kingdom
598227,22633,HAND WARMER UNION JACK,12,2023-11-05,9.7,C12107,Germany
510286,22197,SMALL POPCORN HOLDER,34,2022-04-23,6.57,C12194,United Kingdom
591946,22960,JAM MAKING SET WITH JARS,23,2022-04-03,12.79,C12488,United Kingdom
579936,84406B,CREAM CUPID HEARTS COAT HANGER,10,2022-10-17,11.6,C12157,United Kingdom
534041,22752,SET 7 BABUSHKA NESTING BOXES,16,2023-06-21,7.81,C12197,United Kingdom
589689,84879,ASSORTED COLOUR BIRD ORNAMENT,38,2023-09-12,12.9,C12116,United Kingdom
524408,22960,JAM MAKING SET WITH JARS,28,2022-05-02,2.43,C12356,United Kingdom
524214,22960,JAM MAKING SET WITH JARS,13,2022-04-22,7.82,C12242,United Kingdom
519705,21212,PACK OF 72 RETROSPOT CAKE CASES,40,2022-06-17,5.16,C12457,Portugal
564731,23207,LUNCH BAG PINK POLKADOT,24,2022-12-16,10.13,C12415,Portugal
557282,85099B,JUMBO BAG RED RETROSPOT,21,2022-06-08,2.51,C12397,United Kingdom
580106,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44,2023-11-13,2.79,C12119,United Kingdom
552941,21931,JUMBO STORAGE BAG SUKI,7,2022-07-17,14.92,C12099,United Kingdom
570975,47566,PARTY BUNTING,31,2023-02-04,13.93,C12356,United Kingdom
533992,71053,WHITE METAL LANTERN,16,2023-09-20,15.96,C12432,Norway
560866,84029E,RED WOOLLY HOTTIE WHITE HEART,32,2023-09-24,11.54,C12163,United Kingdom
599720,22633,HAND WARMER UNION JACK,27,2022-10-12,12.07,C12030,United Kingdom
507782,23207,LUNCH BAG PINK POLKADOT,19,2022-05-13,1.18,C12369,United Kingdom
502583,22752,SET 7 BABUSHKA NESTING BOXES,21,2023-04-24,5.3,C12094,United Kingdom
506511,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2023-07-12,15.13,C12059,United Kingdom
585027,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2023-09-19,12.31,C12141,United Kingdom
559895,22197,SMALL POPCORN HOLDER,15,2022-04-07,18.15,C12059,United Kingdom
561134,22086,PAPER CHAIN KIT 50S CHRISTMAS,43,2022-11-15,11.03,C12303,United Kingdom
586305,22633,HAND WARMER UNION JACK,3,2022-05-22,11.62,C12145,France
529834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2023-08-18,4.25,C12381,United Kingdom
500942,84406B,CREAM CUPID HEARTS COAT HANGER,15,2022-07-11,3.41,C12065,United Kingdom
512419,71053,WHITE METAL LANTERN,5,2023-06-08,10.15,C12157,United Kingdom
567851,21212,PACK OF 72 RETROSPOT CAKE CASES,33,2022-06-14,15.54,C12173,United Kingdom
514533,84029E,RED WOOLLY HOTTIE WHITE HEART,43,2022-08-24,13.44,C12148,United Kingdom
521329,47566,PARTY BUNTING,38,2022-02-06,6.61,C12331,United Kingdom
528459,85099B,JUMBO BAG RED RETROSPOT,46,2022-01-28,1.6,C12044,Germany
505454,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-02-02,12.29,C12241,United Kingdom
554752,22752,SET 7 BABUSHKA NESTING BOXES,47,2023-03-08,12.34,C12166,Norway
561863,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,2022-11-17,17.34,C12082,Netherlands
512646,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2023-10-24,2.18,C12099,United Kingdom
585332,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2023-12-18,0.73,C12040,United Kingdom
535128,20725,LUNCH BAG RED RETROSPOT,26,2022-04-15,14.8,C12438,United Kingdom
510539,22633,HAND WARMER UNION JACK,18,2022-07-03,7.85,C12250,Portugal
522031,85099B,JUMBO BAG RED RETROSPOT,31,2022-12-23,19.5,C12093,United Kingdom
523116,22632,HAND WARMER RED POLKA DOT,46,2022-07-27,14.84,C12136,United Kingdom
516696,21931,JUMBO STORAGE BAG SUKI,33,2023-01-03,12.64,C12218,Netherlands
512192,22960,JAM MAKING SET WITH JARS,35,2022-05-06,7.79,C12315,United Kingdom
567564,84406B,CREAM CUPID HEARTS COAT HANGER,40,2023-12-01,15.31,C12495,Netherlands
574455,22960,JAM MAKING SET WITH JARS,4,2022-03-13,10.89,C12330,United Kingdom
507681,71053,WHITE METAL LANTERN,27,2022-04-27,9.22,C12270,United Kingdom
596641,84406B,CREAM CUPID HEARTS COAT HANGER,16,2023-12-27,15.81,C12042,Germany
560925,22633,HAND WARMER UNION JACK,48,2022-03-27,4.98,C12262,United Kingdom
538313,84406B,CREAM CUPID HEARTS COAT HANGER,49,2022-02-11,1.17,C12081,EIRE
557302,21931,JUMBO STORAGE BAG SUKI,6,2022-09-05,3.28,C12487,United Kingdom
588857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,2022-04-08,15.17,C12295,United Kingdom
544796,85099B,JUMBO BAG RED RETROSPOT,3,2022-03-22,13.3,C12282,United Kingdom
562938,22197,SMALL POPCORN HOLDER,36,2023-11-13,0.54,C12064,Germany
536559,84406B,CREAM CUPID HEARTS COAT HANGER,49,2022-10-29,9.02,C12097,United Kingdom
514319,21212,PACK OF 72 RETROSPOT CAKE CASES,45,2022-06-03,15.79,C12029,Belgium
597172,21931,JUMBO STORAGE BAG SUKI,38,2023-11-02,14.4,C12213,United Kingdom
511999,23206,LUNCH BAG APPLE DESIGN,5,2023-06-19,17.2,C12166,United Kingdom
555048,84879,ASSORTED COLOUR BIRD ORNAMENT,27,2023-02-12,12.35,C12200,United Kingdom
546947,71053,WHITE METAL LANTERN,7,2022-08-18,2.48,C12389,Australia
588746,22960,JAM MAKING SET WITH JARS,45,2023-01-20,15.22,C12196,United Kingdom
598739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2022-06-12,17.4,C12482,United Kingdom
571424,71053,WHITE METAL LANTERN,29,2023-03-31,7.94,C12433,United Kingdom
519150,22632,HAND WARMER RED POLKA DOT,1,2022-04-04,3.39,C12494,United Kingdom
562373,84879,ASSORTED COLOUR BIRD ORNAMENT,28,2022-02-23,8.13,C12155,United Kingdom
505749,85099B,JUMBO BAG RED RETROSPOT,12,2023-05-12,16.01,C12299,Germany
561785,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2022-04-01,5.37,C12279,Norway
563081,22197,SMALL POPCORN HOLDER,23,2022-08-29,2.45,C12257,United Kingdom
546614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2022-10-31,18.86,C12244,United Kingdom
548341,22086,PAPER CHAIN KIT 50S CHRISTMAS,26,2023-08-09,16.29,C12129,United Kingdom
550694,22752,SET 7 BABUSHKA NESTING BOXES,43,2022-06-29,16.16,C12189,United Kingdom
559119,84406B,CREAM CUPID HEARTS COAT HANGER,41,2022-07-04,5.41,C12205,United Kingdom
560554,23206,LUNCH BAG APPLE DESIGN,36,2022-04-12,4.56,C12077,Germany
577911,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2023-09-23,4.67,C12185,Belgium
538099,71053,WHITE METAL LANTERN,38,2022-02-09,1.05,C12243,United Kingdom
576894,22633,HAND WARMER UNION JACK,43,2022-05-02,11.85,C12290,United Kingdom
587587,20725,LUNCH BAG RED RETROSPOT,1,2022-12-10,11.17,C12493,United Kingdom
565657,84406B,CREAM CUPID HEARTS COAT HANGER,45,2023-09-17,10.09,C12029,Germany
587142,23206,LUNCH BAG APPLE DESIGN,40,2022-11-25,13.87,C12447,United Kingdom
500021,85099B,JUMBO BAG RED RETROSPOT,5,2022-12-07,6.05,C12235,United Kingdom
530684,22752,SET 7 BABUSHKA NESTING BOXES,30,2023-12-08,10.29,C12149,Netherlands
555300,71053,WHITE METAL LANTERN,29,2022-07-19,13.04,C12460,Germany
554423,20725,LUNCH BAG RED RETROSPOT,44,2023-06-24,0.54,C12090,United Kingdom
550389,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2022-12-05,16.96,C12012,France
501563,21931,JUMBO STORAGE BAG SUKI,26,2023-04-21,0.8,C12112,France
574198,23207,LUNCH BAG PINK POLKADOT,37,2023-04-04,6.06,C12387,United Kingdom
574869,84406B,CREAM CUPID HEARTS COAT HANGER,11,2022-01-02,17.31,C12426,Australia
581974,23207,LUNCH BAG PINK POLKADOT,40,2022-04-06,3.05,C12051,United Kingdom
536901,22197,SMALL POPCORN HOLDER,8,2023-04-16,2.89,C12277,United Kingdom
548606,71053,WHITE METAL LANTERN,21,2023-09-13,10.1,C12139,United Kingdom
567325,22632,HAND WARMER RED POLKA DOT,43,2023-10-10,6.11,C12462,United Kingdom
531348,23207,LUNCH BAG PINK POLKADOT,18,2022-10-19,7.7,C12155,United Kingdom
540224,84029E,RED WOOLLY HOTTIE WHITE HEART,39,2023-02-06,12.89,C12287,Netherlands
557538,85099B,JUMBO BAG RED RETROSPOT,43,2022-12-02,0.61,C12456,United Kingdom
534727,22633,HAND WARMER UNION JACK,45,2022-07-27,17.54,C12463,United Kingdom
583615,71053,WHITE METAL LANTERN,49,2023-03-24,11.24,C12159,United Kingdom
536111,22632,HAND WARMER RED POLKA DOT,24,2022-06-05,9.82,C12310,United Kingdom
552151,22632,HAND WARMER RED POLKA DOT,26,2022-11-18,13.62,C12011,United Kingdom
546686,22197,SMALL POPCORN HOLDER,34,2023-03-12,15.13,C12194,Australia
525101,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2022-04-19,2.07,C12450,United Kingdom
586867,22197,SMALL POPCORN HOLDER,33,2022-10-13,11.55,C12437,United Kingdom
524486,22752,SET 7 BABUSHKA NESTING BOXES,14,2022-12-11,15.51,C12260,Portugal
525503,22197,SMALL POPCORN HOLDER,26,2023-10-29,18.61,C12019,United Kingdom
512021,84879,ASSORTED COLOUR BIRD ORNAMENT,49,2022-10-10,11.57,C12177,Germany
544976,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2022-06-19,7.35,C12458,United Kingdom
546967,22086,PAPER CHAIN KIT 50S CHRISTMAS,10,2023-01-20,19.6,C12056,Norway
556615,21931,JUMBO STORAGE BAG SUKI,13,2022-08-26,3.85,C12267,United Kingdom
530135,21212,PACK OF 72 RETROSPOT CAKE CASES,33,2022-03-31,12.56,C12486,United Kingdom
544009,21931,JUMBO STORAGE BAG SUKI,12,2023-04-09,5.96,C12087,United Kingdom
530941,85099B,JUMBO BAG RED RETROSPOT,3,2022-03-29,6.17,C12221,United Kingdom
537388,22633,HAND WARMER UNION JACK,47,2022-04-11,18.54,C12495,France
537685,23206,LUNCH BAG APPLE DESIGN,40,2023-08-03,7.39,C12261,United Kingdom
502292,22197,SMALL POPCORN HOLDER,42,2022-03-13,7.92,C12069,United Kingdom
528964,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-05-26,16.68,C12129,France
569002,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2022-09-02,2.36,C12015,Portugal
550933,20725,LUNCH BAG RED RETROSPOT,37,2022-07-09,17.65,C12053,EIRE
590565,21730,GLASS STAR FROSTED T-LIGHT HOLDER,40,2022-06-04,2.67,C12475,United Kingdom
547827,71053,WHITE METAL LANTERN,44,2023-03-18,11.14,C12232,France
547358,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2022-03-31,14.17,C12237,United Kingdom
564502,23206,LUNCH BAG APPLE DESIGN,20,2022-01-27,18.7,C12499,United Kingdom
500799,84029E,RED WOOLLY HOTTIE WHITE HEART,25,2023-09-29,2.52,C12329,United Kingdom
533384,22633,HAND WARMER UNION JACK,27,2023-06-14,11.4,C12437,United Kingdom
545297,22632,HAND WARMER RED POLKA DOT,5,2023-09-24,5.17,C12289,United Kingdom
586351,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-08-22,12.94,C12105,Switzerland
562338,21931,JUMBO STORAGE BAG SUKI,25,2022-09-21,9.53,C12250,United Kingdom
525137,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2023-12-31,2.3,C12383,United Kingdom
597173,22752,SET 7 BABUSHKA NESTING BOXES,38,2022-02-27,15.25,C12388,United Kingdom
540071,47566,PARTY BUNTING,41,2022-03-20,5.26,C12031,United Kingdom
568043,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2022-11-25,17.17,C12175,United Kingdom
548101,84029E,RED WOOLLY HOTTIE WHITE HEART,39,2023-12-13,17.16,C12212,United Kingdom
534867,84406B,CREAM CUPID HEARTS COAT HANGER,38,2022-07-10,13.38,C12469,United Kingdom
581235,23206,LUNCH BAG APPLE DESIGN,13,2022-08-30,18.58,C12340,United Kingdom
578496,22752,SET 7 BABUSHKA NESTING BOXES,38,2022-12-25,9.51,C12138,United Kingdom
508668,22633,HAND WARMER UNION JACK,22,2022-03-10,1.24,C12154,United Kingdom
505350,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2022-10-14,9.63,C12493,United Kingdom
525597,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2022-10-28,6.54,C12270,EIRE
529398,22752,SET 7 BABUSHKA NESTING BOXES,2,2022-05-05,8.85,C12359,United Kingdom
592276,22197,SMALL POPCORN HOLDER,11,2023-12-15,9.7,C12066,United Kingdom
559992,22086,PAPER CHAIN KIT 50S CHRISTMAS,31,2022-03-25,16.35,C12389,Norway
522042,84406B,CREAM CUPID HEARTS COAT HANGER,47,2023-06-08,10.11,C12452,United Kingdom
533263,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2022-06-05,4.98,C12104,Belgium
507280,22960,JAM MAKING SET WITH JARS,9,2023-11-07,7.94,C12481,United Kingdom
533578,22632,HAND WARMER RED POLKA DOT,31,2022-07-20,1.61,C12270,Switzerland
564752,23206,LUNCH BAG APPLE DESIGN,19,2022-12-23,18.53,C12378,United Kingdom
570720,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2023-09-15,3.34,C12109,United Kingdom
509765,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2023-01-30,18.57,C12316,Netherlands
569907,22197,SMALL POPCORN HOLDER,36,2023-04-01,9.49,C12038,United Kingdom
540004,47566,PARTY BUNTING,35,2023-09-09,14.54,C12237,United Kingdom
591123,22960,JAM MAKING SET WITH JARS,7,2023-03-31,4.65,C12179,United Kingdom
551444,22632,HAND WARMER RED POLKA DOT,28,2022-10-17,14.05,C12402,Spain
586439,85099B,JUMBO BAG RED RETROSPOT,11,2022-02-25,17.53,C12037,Germany
538959,22197,SMALL POPCORN HOLDER,42,2023-07-15,8.53,C12364,United Kingdom
549338,22752,SET 7 BABUSHKA NESTING BOXES,5,2023-10-19,18.44,C12237,Belgium
565379,84029E,RED WOOLLY HOTTIE WHITE HEART,35,2022-11-13,11.87,C12362,Australia
572470,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2023-04-17,11.82,C12374,Switzerland
502751,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2022-06-27,11.88,C12203,United Kingdom
549481,21212,PACK OF 72 RETROSPOT CAKE CASES,29,2023-10-19,1.92,C12039,United Kingdom
519299,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2022-05-07,9.92,C12121,United Kingdom
579458,22960,JAM MAKING SET WITH JARS,37,2023-12-08,1.72,C12090,United Kingdom
586837,47566,PARTY BUNTING,10,2022-09-03,19.74,C12255,United Kingdom
513006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2022-02-03,5.55,C12351,United Kingdom
565933,20725,LUNCH BAG RED RETROSPOT,37,2022-01-29,9.32,C12372,United Kingdom
578166,22086,PAPER CHAIN KIT 50S CHRISTMAS,14,2023-09-01,2.79,C12241,EIRE
551005,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2023-12-18,15.94,C12339,United Kingdom
518935,22086,PAPER CHAIN KIT 50S CHRISTMAS,25,2023-09-22,16.61,C12185,United Kingdom
508759,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2023-07-28,3.18,C12066,United Kingdom
566607,22632,HAND WARMER RED POLKA DOT,14,2022-04-06,15.43,C12436,United Kingdom
587932,22752,SET 7 BABUSHKA NESTING BOXES,11,2022-11-25,1.74,C12277,Norway
568619,22633,HAND WARMER UNION JACK,29,2022-04-30,1.01,C12074,United Kingdom
548895,47566,PARTY BUNTING,44,2022-04-30,13.55,C12294,Germany
542744,23206,LUNCH BAG APPLE DESIGN,19,2022-07-30,17.74,C12180,Norway
575191,47566,PARTY BUNTING,22,2022-09-24,17.65,C12072,United Kingdom
562673,84406B,CREAM CUPID HEARTS COAT HANGER,31,2022-02-03,4.48,C12452,United Kingdom
562652,22752,SET 7 BABUSHKA NESTING BOXES,21,2023-03-30,8.95,C12434,United Kingdom
574167,22633,HAND WARMER UNION JACK,20,2022-08-10,16.75,C12321,Switzerland
540460,23207,LUNCH BAG PINK POLKADOT,21,2022-10-24,19.94,C12279,United Kingdom
594923,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2022-02-28,13.26,C12447,United Kingdom
540568,21212,PACK OF 72 RETROSPOT CAKE CASES,32,2023-08-03,16.34,C12050,United Kingdom
512805,23207,LUNCH BAG PINK POLKADOT,10,2022-10-28,5.92,C12225,EIRE
574172,22752,SET 7 BABUSHKA NESTING BOXES,9,2022-08-14,11.35,C12090,United Kingdom
591594,21212,PACK OF 72 RETROSPOT CAKE CASES,47,2023-06-16,6.25,C12457,United Kingdom
527692,22960,JAM MAKING SET WITH JARS,17,2022-09-23,7.85,C12244,United Kingdom
514916,22960,JAM MAKING SET WITH JARS,33,2022-06-01,8.99,C12024,United Kingdom
504187,84879,ASSORTED COLOUR BIRD ORNAMENT,27,2022-10-16,8.16,C12486,United Kingdom
570316,22633,HAND WARMER UNION JACK,31,2022-06-21,11.89,C12234,United Kingdom
544718,23207,LUNCH BAG PINK POLKADOT,21,2023-12-26,8.35,C12497,United Kingdom
572480,84406B,CREAM CUPID HEARTS COAT HANGER,17,2023-01-21,16.85,C12477,United Kingdom
516284,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2022-11-20,2.66,C12496,United Kingdom
520839,84029E,RED WOOLLY HOTTIE WHITE HEART,41,2023-06-01,8.08,C12135,United Kingdom
506056,23207,LUNCH BAG PINK POLKADOT,39,2023-02-19,15.5,C12236,United Kingdom
596724,84029E,RED WOOLLY HOTTIE WHITE HEART,37,2023-02-12,6.69,C12265,Netherlands
579280,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-07-29,18.57,C12249,United Kingdom
540458,71053,WHITE METAL LANTERN,6,2022-10-23,12.82,C12373,United Kingdom
589535,23207,LUNCH BAG PINK POLKADOT,26,2023-04-02,12.16,C12381,Switzerland
503338,71053,WHITE METAL LANTERN,35,2022-08-20,6.89,C12102,Germany
575978,85099B,JUMBO BAG RED RETROSPOT,19,2022-08-12,15.1,C12283,United Kingdom
562878,85099B,JUMBO BAG RED RETROSPOT,42,2023-08-27,1.43,C12010,United Kingdom
529364,22960,JAM MAKING SET WITH JARS,3,2023-07-07,3.2,C12152,United Kingdom
539687,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30,2022-05-10,16.39,C12310,Belgium
521949,22197,SMALL POPCORN HOLDER,33,2023-06-14,7.43,C12062,United Kingdom
532635,22960,JAM MAKING SET WITH JARS,23,2022-08-24,18.34,C12212,Switzerland
540163,22633,HAND WARMER UNION JACK,5,2022-06-15,3.25,C12059,Netherlands
519612,22086,PAPER CHAIN KIT 50S CHRISTMAS,36,2023-08-17,10.09,C12412,United Kingdom
550117,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2022-05-01,1.85,C12396,Spain
545429,71053,WHITE METAL LANTERN,10,2023-05-22,10.52,C12117,United Kingdom
588738,20725,LUNCH BAG RED RETROSPOT,48,2023-05-15,10.88,C12298,United Kingdom
522681,23206,LUNCH BAG APPLE DESIGN,41,2023-07-15,16.64,C12387,United Kingdom
525190,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-06-28,9.9,C12307,Spain
568070,85099B,JUMBO BAG RED RETROSPOT,46,2022-12-20,19.2,C12046,Norway
533775,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2022-05-19,12.06,C12133,Spain
516362,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2023-01-09,15.49,C12090,United Kingdom
517678,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2023-07-11,0.65,C12367,United Kingdom
561741,22086,PAPER CHAIN KIT 50S CHRISTMAS,46,2022-02-05,10.13,C12392,France
589925,84879,ASSORTED COLOUR BIRD ORNAMENT,33,2023-02-28,15.68,C12157,United Kingdom
527605,47566,PARTY BUNTING,22,2023-08-18,9.06,C12109,United Kingdom
599869,84879,ASSORTED COLOUR BIRD ORNAMENT,41,2022-06-26,10.18,C12318,United Kingdom
551968,22960,JAM MAKING SET WITH JARS,26,2022-05-20,9.99,C12451,United Kingdom
511634,22752,SET 7 BABUSHKA NESTING BOXES,44,2023-12-09,3.14,C12384,United Kingdom
563310,22197,SMALL POPCORN HOLDER,45,2023-03-12,1.4,C12359,United Kingdom
538288,22752,SET 7 BABUSHKA NESTING BOXES,27,2022-08-19,7.68,C12005,United Kingdom
516551,21931,JUMBO STORAGE BAG SUKI,39,2022-09-23,13.77,C12104,United Kingdom
537437,22632,HAND WARMER RED POLKA DOT,24,2023-06-14,5.96,C12142,United Kingdom
534557,22086,PAPER CHAIN KIT 50S CHRISTMAS,9,2023-09-09,2.76,C12489,United Kingdom
575884,21730,GLASS STAR FROSTED T-LIGHT HOLDER,34,2022-05-10,11.89,C12494,United Kingdom
533516,22960,JAM MAKING SET WITH JARS,41,2022-09-12,11.44,C12318,United Kingdom
